timestamp,value,hour,minute,sqrt_value
2014-07-29 00:30:00,7932,00,30,89.0617763128
2014-07-29 01:00:00,6080,01,00,77.9743547585
2014-07-29 01:30:00,4735,01,30,68.8113362754
2014-07-29 02:00:00,3834,02,00,61.9193023217
2014-07-29 02:30:00,2746,02,30,52.4022900263
2014-07-29 03:00:00,2244,03,00,47.3708771293
2014-07-29 03:30:00,1940,03,30,44.0454310911
2014-07-29 04:00:00,2066,04,00,45.4532727095
2014-07-29 04:30:00,2046,04,30,45.2327315116
2014-07-29 05:00:00,2295,05,00,47.906158268
2014-07-29 05:30:00,4533,05,30,67.3275575081
2014-07-29 06:00:00,6655,06,00,81.5781833581
2014-07-29 06:30:00,11415,06,30,106.8410033648
2014-07-29 07:00:00,13863,07,00,117.7412417125
2014-07-29 07:30:00,15517,07,30,124.5672509129
2014-07-29 08:00:00,17106,08,00,130.7899078675
2014-07-29 08:30:00,18521,08,30,136.0918807277
2014-07-29 09:00:00,18016,09,00,134.2236938845
2014-07-29 09:30:00,17448,09,30,132.0908778077
2014-07-29 10:00:00,16131,10,00,127.0078737717
2014-07-29 10:30:00,16534,10,30,128.5846024997
2014-07-29 11:00:00,15744,11,00,125.4750971309
2014-07-29 11:30:00,17039,11,30,130.5335205991
2014-07-29 12:00:00,17357,12,00,131.7459676802
2014-07-29 12:30:00,16841,12,30,129.7728785224
2014-07-29 13:00:00,16797,13,00,129.6032407002
2014-07-29 13:30:00,17226,13,30,131.2478571254
2014-07-29 14:00:00,17550,14,00,132.4764129949
2014-07-29 14:30:00,17336,14,30,131.6662447251
2014-07-29 15:00:00,17343,15,00,131.6928244059
2014-07-29 15:30:00,16601,15,30,128.8448679614
2014-07-29 16:00:00,15090,16,00,122.8413611126
2014-07-29 16:30:00,14130,16,30,118.869676537
2014-07-29 17:00:00,16356,17,00,127.89057823
2014-07-29 17:30:00,19357,17,30,139.1294361377
2014-07-29 18:00:00,22313,18,00,149.3753661083
2014-07-29 18:30:00,23636,18,30,153.7400403278
2014-07-29 19:00:00,24822,19,00,157.549992066
2014-07-29 19:30:00,24550,19,30,156.6843961599
2014-07-29 20:00:00,22761,20,00,150.8674915282
2014-07-29 20:30:00,23119,20,30,152.0493340992
2014-07-29 21:00:00,23658,21,00,153.8115730366
2014-07-29 21:30:00,23853,21,30,154.444164668
2014-07-29 22:00:00,22995,22,00,151.6410234732
2014-07-29 22:30:00,21708,22,30,147.3363498937
2014-07-29 23:00:00,20231,23,00,142.2357198456
2014-07-29 23:30:00,17264,23,30,131.3925416453
2014-07-30 00:00:00,13549,00,00,116.4001718212
2014-07-30 00:30:00,10142,00,30,100.7074972383
2014-07-30 01:00:00,7783,01,00,88.2213126178
2014-07-30 01:30:00,6011,01,30,77.5306391048
2014-07-30 02:00:00,4935,02,00,70.2495551587
2014-07-30 02:30:00,3668,02,30,60.5640157189
2014-07-30 03:00:00,3092,03,00,55.6057550978
2014-07-30 03:30:00,2577,03,30,50.764160586
2014-07-30 04:00:00,2772,04,00,52.6497863244
2014-07-30 04:30:00,2637,04,30,51.3517283059
2014-07-30 05:00:00,2605,05,00,51.0392006207
2014-07-30 05:30:00,4449,05,30,66.7008245826
2014-07-30 06:00:00,6912,06,00,83.1384387633
2014-07-30 06:30:00,11909,06,30,109.128364782
2014-07-30 07:00:00,14184,07,00,119.0965994477
2014-07-30 07:30:00,17246,07,30,131.324026743
2014-07-30 08:00:00,18393,08,00,135.6207948657
2014-07-30 08:30:00,19797,08,30,140.7018123551
2014-07-30 09:00:00,19101,09,00,138.2063674365
2014-07-30 09:30:00,18889,09,30,137.4372584127
2014-07-30 10:00:00,16897,10,00,129.9884610264
2014-07-30 10:30:00,16922,10,30,130.084587865
2014-07-30 11:00:00,16218,11,00,127.3499116607
2014-07-30 11:30:00,17511,11,30,132.3291351139
2014-07-30 12:00:00,17941,12,00,133.9440181568
2014-07-30 12:30:00,17203,12,30,131.1602073801
2014-07-30 13:00:00,16879,13,00,129.9192056626
2014-07-30 13:30:00,17733,13,30,133.1653107983
2014-07-30 14:00:00,17587,14,00,132.6159869699
2014-07-30 14:30:00,17564,14,30,132.5292420562
2014-07-30 15:00:00,17003,15,00,130.3955520714
2014-07-30 15:30:00,15725,15,30,125.3993620398
2014-07-30 16:00:00,13832,16,00,117.6095234239
2014-07-30 16:30:00,12826,16,30,113.2519315509
2014-07-30 17:00:00,15603,17,00,124.9119690022
2014-07-30 17:30:00,18935,17,30,137.6045057402
2014-07-30 18:00:00,21175,18,00,145.5163221086
2014-07-30 18:30:00,22980,18,30,151.5915564931
2014-07-30 19:00:00,24644,19,00,156.9840756255
2014-07-30 19:30:00,24938,19,30,157.9177000846
2014-07-30 20:00:00,24095,20,00,155.2256422116
2014-07-30 20:30:00,23952,20,30,154.7643369772
2014-07-30 21:00:00,24913,21,00,157.8385250818
2014-07-30 21:30:00,25138,21,30,158.5496767578
2014-07-30 22:00:00,24972,22,00,158.0253144278
2014-07-30 22:30:00,23605,22,30,153.6391877094
2014-07-30 23:00:00,22758,23,00,150.8575487008
2014-07-30 23:30:00,19560,23,30,139.8570698964
2014-07-31 00:00:00,15486,00,00,124.4427579251
2014-07-31 00:30:00,12362,00,30,111.1845312982
2014-07-31 01:00:00,9401,01,00,96.9587541174
2014-07-31 01:30:00,7131,01,30,84.4452485342
2014-07-31 02:00:00,5949,02,00,77.1297607931
2014-07-31 02:30:00,4722,02,30,68.7168101704
2014-07-31 03:00:00,3792,03,00,61.5792172734
2014-07-31 03:30:00,3266,03,30,57.1489282489
2014-07-31 04:00:00,3267,04,00,57.1576766498
2014-07-31 04:30:00,2605,04,30,51.0392006207
2014-07-31 05:00:00,2562,05,00,50.6162029394
2014-07-31 05:30:00,4595,05,30,67.7864293203
2014-07-31 06:00:00,7263,06,00,85.2232362681
2014-07-31 06:30:00,11825,06,30,108.7428158547
2014-07-31 07:00:00,13863,07,00,117.7412417125
2014-07-31 07:30:00,16898,07,30,129.9923074647
2014-07-31 08:00:00,18741,08,00,136.8977720783
2014-07-31 08:30:00,20117,08,30,141.8344104934
2014-07-31 09:00:00,19185,09,00,138.509927442
2014-07-31 09:30:00,17821,09,30,133.49531827
2014-07-31 10:00:00,16721,10,00,129.3097057455
2014-07-31 10:30:00,16869,10,30,129.8807145037
2014-07-31 11:00:00,16188,11,00,127.2320714286
2014-07-31 11:30:00,17325,11,30,131.6244658109
2014-07-31 12:00:00,17849,12,00,133.6001497005
2014-07-31 12:30:00,17746,12,30,133.2141133664
2014-07-31 13:00:00,17208,13,00,131.1792666545
2014-07-31 13:30:00,17848,13,30,133.5964071373
2014-07-31 14:00:00,18132,14,00,134.6551150161
2014-07-31 14:30:00,18019,14,30,134.2348687935
2014-07-31 15:00:00,17120,15,00,130.8434178704
2014-07-31 15:30:00,15410,15,30,124.1370210695
2014-07-31 16:00:00,13868,16,00,117.7624728001
2014-07-31 16:30:00,13146,16,30,114.6560072565
2014-07-31 17:00:00,15734,17,00,125.4352422567
2014-07-31 17:30:00,18139,17,30,134.6811048366
2014-07-31 18:00:00,20969,18,00,144.8067677976
2014-07-31 18:30:00,23287,18,30,152.6007863676
2014-07-31 19:00:00,24723,19,00,157.2354921765
2014-07-31 19:30:00,25186,19,30,158.7009766826
2014-07-31 20:00:00,24192,20,00,155.5377767618
2014-07-31 20:30:00,24605,20,30,156.8598100216
2014-07-31 21:00:00,25805,21,00,160.6393476082
2014-07-31 21:30:00,25969,21,30,161.1489993764
2014-07-31 22:00:00,25593,22,00,159.9781235044
2014-07-31 22:30:00,24695,22,30,157.1464285308
2014-07-31 23:00:00,24316,23,00,155.9358842602
2014-07-31 23:30:00,23050,23,30,151.8222645069
2014-08-01 00:00:00,20138,00,00,141.9084211737
2014-08-01 00:30:00,17252,00,30,131.3468690148
2014-08-01 01:00:00,14103,01,00,118.7560524773
2014-08-01 01:30:00,10859,01,30,104.2065257074
2014-08-01 02:00:00,9242,02,00,96.1353212924
2014-08-01 02:30:00,7122,02,30,84.3919427434
2014-08-01 03:00:00,5763,03,00,75.9144255066
2014-08-01 03:30:00,4912,03,30,70.0856618717
2014-08-01 04:00:00,4648,04,00,68.1762421962
2014-08-01 04:30:00,3673,04,30,60.605280298
2014-08-01 05:00:00,3322,05,00,57.636793804
2014-08-01 05:30:00,4968,05,30,70.4840407468
2014-08-01 06:00:00,7209,06,00,84.9058301885
2014-08-01 06:30:00,11113,06,30,105.4182147449
2014-08-01 07:00:00,13143,07,00,114.6429238985
2014-08-01 07:30:00,15932,07,30,126.2220266039
2014-08-01 08:00:00,17355,08,00,131.7383770964
2014-08-01 08:30:00,19462,08,30,139.5062722604
2014-08-01 09:00:00,18581,09,00,136.3121417923
2014-08-01 09:30:00,18123,09,30,134.6216921599
2014-08-01 10:00:00,16476,10,00,128.3588719178
2014-08-01 10:30:00,16964,10,30,130.2459212413
2014-08-01 11:00:00,16009,11,00,126.526677029
2014-08-01 11:30:00,16890,11,30,129.9615327703
2014-08-01 12:00:00,17069,12,00,130.6483830746
2014-08-01 12:30:00,16779,12,30,129.5337793782
2014-08-01 13:00:00,16654,13,00,129.05037776
2014-08-01 13:30:00,16580,13,30,128.7633488226
2014-08-01 14:00:00,17407,14,00,131.9355903462
2014-08-01 14:30:00,17037,14,30,130.5258595068
2014-08-01 15:00:00,16651,15,00,129.0387538688
2014-08-01 15:30:00,15324,15,30,123.7901450036
2014-08-01 16:00:00,12987,16,00,113.9605194793
2014-08-01 16:30:00,12845,16,30,113.3357842872
2014-08-01 17:00:00,15439,17,00,124.2537725785
2014-08-01 17:30:00,18280,17,30,135.2035502492
2014-08-01 18:00:00,20439,18,00,142.9650306893
2014-08-01 18:30:00,22588,18,30,150.293047078
2014-08-01 19:00:00,24047,19,00,155.0709515029
2014-08-01 19:30:00,23745,19,30,154.0941270782
2014-08-01 20:00:00,22420,20,00,149.733095874
2014-08-01 20:30:00,23260,20,30,152.5122945864
2014-08-01 21:00:00,23454,21,00,153.1469882172
2014-08-01 21:30:00,22822,21,30,151.0695204202
2014-08-01 22:00:00,23704,22,00,153.9610340313
2014-08-01 22:30:00,24940,22,30,157.92403237
2014-08-01 23:00:00,25951,23,00,161.0931407602
2014-08-01 23:30:00,25479,23,30,159.6214271331
2014-08-02 00:00:00,25234,00,00,158.8521325006
2014-08-02 00:30:00,23378,00,30,152.8986592485
2014-08-02 01:00:00,22180,01,00,148.9295135291
2014-08-02 01:30:00,20497,01,30,143.167733795
2014-08-02 02:00:00,18933,02,00,137.5972383444
2014-08-02 02:30:00,17041,02,30,130.5411812418
2014-08-02 03:00:00,14983,03,00,122.4050652547
2014-08-02 03:30:00,12488,03,30,111.7497203576
2014-08-02 04:00:00,10554,04,00,102.7326627709
2014-08-02 04:30:00,6425,04,30,80.1560977094
2014-08-02 05:00:00,4384,05,00,66.211781429
2014-08-02 05:30:00,3611,05,30,60.0915967503
2014-08-02 06:00:00,3904,06,00,62.4819974073
2014-08-02 06:30:00,5204,06,30,72.1387551875
2014-08-02 07:00:00,5624,07,00,74.993333037
2014-08-02 07:30:00,7264,07,30,85.2291030107
2014-08-02 08:00:00,7501,08,00,86.6083136887
2014-08-02 08:30:00,9344,08,30,96.6643677888
2014-08-02 09:00:00,10021,09,00,100.1049449328
2014-08-02 09:30:00,12227,09,30,110.5757658802
2014-08-02 10:00:00,12203,10,00,110.467189699
2014-08-02 10:30:00,14669,10,30,121.1156472137
2014-08-02 11:00:00,14849,11,00,121.8564729508
2014-08-02 11:30:00,16363,11,30,127.9179424475
2014-08-02 12:00:00,16489,12,00,128.4095012061
2014-08-02 12:30:00,17237,12,30,131.2897558837
2014-08-02 13:00:00,17955,13,00,133.9962686048
2014-08-02 13:30:00,17713,13,30,133.0901949807
2014-08-02 14:00:00,17418,14,00,131.9772707704
2014-08-02 14:30:00,17679,14,30,132.9624007003
2014-08-02 15:00:00,18014,15,00,134.2162434283
2014-08-02 15:30:00,18031,15,30,134.2795591295
2014-08-02 16:00:00,17643,16,00,132.8269550957
2014-08-02 16:30:00,17167,16,30,131.022898762
2014-08-02 17:00:00,18409,17,00,135.679770047
2014-08-02 17:30:00,20034,17,30,141.541513345
2014-08-02 18:00:00,21113,18,00,145.3031314184
2014-08-02 18:30:00,21487,18,30,146.5844466511
2014-08-02 19:00:00,22872,19,00,151.2349166033
2014-08-02 19:30:00,22995,19,30,151.6410234732
2014-08-02 20:00:00,20896,20,00,144.5544879967
2014-08-02 20:30:00,21411,20,30,146.3249807791
2014-08-02 21:00:00,21273,21,00,145.8526653853
2014-08-02 21:30:00,21628,21,30,147.0646116508
2014-08-02 22:00:00,21872,22,00,147.8918523787
2014-08-02 22:30:00,23457,22,30,153.1567824159
2014-08-02 23:00:00,24958,23,00,157.9810115172
2014-08-02 23:30:00,24984,23,30,158.0632784678
2014-08-03 00:00:00,24613,00,00,156.8853084263
2014-08-03 00:30:00,23468,00,30,153.1926891206
2014-08-03 01:00:00,22125,01,00,148.7447478064
2014-08-03 01:30:00,22220,01,30,149.0637447537
2014-08-03 02:00:00,20171,02,00,142.0246457485
2014-08-03 02:30:00,17690,02,30,133.0037593454
2014-08-03 03:00:00,14908,03,00,122.0983210368
2014-08-03 03:30:00,13465,03,30,116.038786619
2014-08-03 04:00:00,11663,04,00,107.9953702711
2014-08-03 04:30:00,6997,04,30,83.648072303
2014-08-03 05:00:00,4810,05,00,69.3541635376
2014-08-03 05:30:00,3650,05,30,60.415229868
2014-08-03 06:00:00,3561,06,00,59.6741149913
2014-08-03 06:30:00,4060,06,30,63.7181292883
2014-08-03 07:00:00,4382,07,00,66.1966766537
2014-08-03 07:30:00,5741,07,30,75.7693869581
2014-08-03 08:00:00,6722,08,00,81.9878039711
2014-08-03 08:30:00,7857,08,30,88.6397202162
2014-08-03 09:00:00,8424,09,00,91.7823512447
2014-08-03 09:30:00,10636,09,30,103.1309846748
2014-08-03 10:00:00,11811,10,00,108.6784247217
2014-08-03 10:30:00,13776,10,30,117.371206009
2014-08-03 11:00:00,14821,11,00,121.7415294795
2014-08-03 11:30:00,16169,11,30,127.1573827979
2014-08-03 12:00:00,16715,12,00,129.2865035493
2014-08-03 12:30:00,17652,12,30,132.8608294419
2014-08-03 13:00:00,17360,13,00,131.757352736
2014-08-03 13:30:00,17167,13,30,131.022898762
2014-08-03 14:00:00,18546,14,00,136.1836994651
2014-08-03 14:30:00,17882,14,30,133.7235955245
2014-08-03 15:00:00,17268,15,00,131.4077623278
2014-08-03 15:30:00,17322,15,30,131.6130692599
2014-08-03 16:00:00,16500,16,00,128.4523257867
2014-08-03 16:30:00,16446,16,30,128.2419588122
2014-08-03 17:00:00,17317,17,00,131.5940728149
2014-08-03 17:30:00,18472,17,30,135.9117360643
2014-08-03 18:00:00,19503,18,00,139.6531417477
2014-08-03 18:30:00,19622,18,30,140.0785493928
2014-08-03 19:00:00,18900,19,00,137.4772708487
2014-08-03 19:30:00,17188,19,30,131.1030129326
2014-08-03 20:00:00,16880,20,00,129.9230541513
2014-08-03 20:30:00,17035,20,30,130.5181979649
2014-08-03 21:00:00,16790,21,00,129.5762323885
2014-08-03 21:30:00,17007,21,30,130.4108891159
2014-08-03 22:00:00,15893,22,00,126.067442268
2014-08-03 22:30:00,14672,22,30,121.1280314378
2014-08-03 23:00:00,12667,23,00,112.5477676367
2014-08-03 23:30:00,10905,23,30,104.4270080008
2014-08-04 00:00:00,8882,00,00,94.2443632267
2014-08-04 00:30:00,6896,00,30,83.0421579681
2014-08-04 01:00:00,5417,01,00,73.6002717386
2014-08-04 01:30:00,4245,01,30,65.153664517
2014-08-04 02:00:00,3478,02,00,58.9745707911
2014-08-04 02:30:00,2525,02,30,50.2493781056
2014-08-04 03:00:00,2288,03,00,47.8330429724
2014-08-04 03:30:00,2114,03,30,45.9782557303
2014-08-04 04:00:00,2212,04,00,47.0319040652
2014-08-04 04:30:00,2303,04,30,47.9895822028
2014-08-04 05:00:00,2482,05,00,49.8196748283
2014-08-04 05:30:00,4420,05,30,66.4830805544
2014-08-04 06:00:00,6426,06,00,80.1623352953
2014-08-04 06:30:00,10775,06,30,103.8026974601
2014-08-04 07:00:00,12795,07,00,113.1149857446
2014-08-04 07:30:00,15762,07,30,125.5468040214
2014-08-04 08:00:00,17271,08,00,131.4191766829
2014-08-04 08:30:00,18418,08,30,135.7129323241
2014-08-04 09:00:00,18214,09,00,134.95925311
2014-08-04 09:30:00,17223,09,30,131.2364278697
2014-08-04 10:00:00,15029,10,00,122.5928219758
2014-08-04 10:30:00,15614,10,30,124.9559922533
2014-08-04 11:00:00,15026,11,00,122.5805857385
2014-08-04 11:30:00,16170,11,30,127.1613148721
2014-08-04 12:00:00,16111,12,00,126.9291140755
2014-08-04 12:30:00,16049,12,30,126.6846478465
2014-08-04 13:00:00,16084,13,00,126.8227108999
2014-08-04 13:30:00,16640,13,30,128.9961239728
2014-08-04 14:00:00,16634,14,00,128.9728653632
2014-08-04 14:30:00,17210,14,30,131.1868895889
2014-08-04 15:00:00,16546,15,00,128.6312559217
2014-08-04 15:30:00,16798,15,30,129.607098571
2014-08-04 16:00:00,15124,16,00,122.9796731171
2014-08-04 16:30:00,14870,16,30,121.9426094522
2014-08-04 17:00:00,16956,17,00,130.2152064853
2014-08-04 17:30:00,18613,17,30,136.4294689574
2014-08-04 18:00:00,21126,18,00,145.3478586014
2014-08-04 18:30:00,22510,18,30,150.0333296305
2014-08-04 19:00:00,22568,19,00,150.2264956657
2014-08-04 19:30:00,21668,19,30,147.2005434773
2014-08-04 20:00:00,21659,20,00,147.1699697629
2014-08-04 20:30:00,21278,20,30,145.8698049632
2014-08-04 21:00:00,21346,21,00,146.1027036026
2014-08-04 21:30:00,20247,21,30,142.2919533916
2014-08-04 22:00:00,19945,22,00,141.226768001
2014-08-04 22:30:00,17601,22,30,132.6687604525
2014-08-04 23:00:00,15750,23,00,125.4990039801
2014-08-04 23:30:00,12897,23,30,113.5649593845
2014-08-05 00:00:00,10385,00,00,101.9068201839
2014-08-05 00:30:00,8125,00,30,90.1387818866
2014-08-05 01:00:00,6294,01,00,79.3347338812
2014-08-05 01:30:00,4485,01,30,66.970142601
2014-08-05 02:00:00,3669,02,00,60.5722708836
2014-08-05 02:30:00,3097,02,30,55.6506963119
2014-08-05 03:00:00,2484,03,00,49.8397431775
2014-08-05 03:30:00,2011,03,30,44.8441746496
2014-08-05 04:00:00,2175,04,00,46.6368952654
2014-08-05 04:30:00,2108,04,30,45.912961133
2014-08-05 05:00:00,2252,05,00,47.4552420708
2014-08-05 05:30:00,4131,05,30,64.2728558569
2014-08-05 06:00:00,6599,06,00,81.2342292387
2014-08-05 06:30:00,11040,06,30,105.0714042925
2014-08-05 07:00:00,13290,07,00,115.2822622956
2014-08-05 07:30:00,16754,07,30,129.4372434812
2014-08-05 08:00:00,18504,08,00,136.0294085851
2014-08-05 08:30:00,19897,08,30,141.0567261778
2014-08-05 09:00:00,19208,09,00,138.5929291126
2014-08-05 09:30:00,18253,09,30,135.1036639029
2014-08-05 10:00:00,16976,10,00,130.2919797992
2014-08-05 10:30:00,16888,10,30,129.9538379579
2014-08-05 11:00:00,16080,11,00,126.8069398732
2014-08-05 11:30:00,17328,11,30,131.6358613752
2014-08-05 12:00:00,17901,12,00,133.7946187259
2014-08-05 12:30:00,18121,12,30,134.6142637316
2014-08-05 13:00:00,17478,13,00,132.2043872192
2014-08-05 13:30:00,18616,13,30,136.4404632065
2014-08-05 14:00:00,18576,14,00,136.2938002992
2014-08-05 14:30:00,18465,14,30,135.8859816169
2014-08-05 15:00:00,17373,15,00,131.8066766139
2014-08-05 15:30:00,16457,15,30,128.2848393225
2014-08-05 16:00:00,14626,16,00,120.938000645
2014-08-05 16:30:00,13466,16,30,116.043095443
2014-08-05 17:00:00,16213,17,00,127.3302791955
2014-08-05 17:30:00,18715,17,30,136.8027777496
2014-08-05 18:00:00,21356,18,00,146.1369220971
2014-08-05 18:30:00,22899,18,30,151.3241553751
2014-08-05 19:00:00,23782,19,00,154.2141368358
2014-08-05 19:30:00,22778,19,30,150.923821844
2014-08-05 20:00:00,22401,20,00,149.6696361992
2014-08-05 20:30:00,22986,20,30,151.6113452219
2014-08-05 21:00:00,23340,21,00,152.7743433957
2014-08-05 21:30:00,24046,21,30,155.0677271388
2014-08-05 22:00:00,22726,22,00,150.751451071
2014-08-05 22:30:00,20819,22,30,144.2879066312
2014-08-05 23:00:00,19149,23,00,138.3799118369
2014-08-05 23:30:00,16406,23,30,128.0859086707
2014-08-06 00:00:00,13399,00,00,115.7540496052
2014-08-06 00:30:00,10273,00,30,101.355808911
2014-08-06 01:00:00,7723,01,00,87.8806008172
2014-08-06 01:30:00,5860,01,30,76.550636836
2014-08-06 02:00:00,4664,02,00,68.2934843159
2014-08-06 02:30:00,3875,02,30,62.2494979899
2014-08-06 03:00:00,3057,03,00,55.2901437871
2014-08-06 03:30:00,2675,03,30,51.7204021639
2014-08-06 04:00:00,2803,04,00,52.9433659678
2014-08-06 04:30:00,2364,04,30,48.6209831246
2014-08-06 05:00:00,2602,05,00,51.0098029794
2014-08-06 05:30:00,4488,05,30,66.9925368978
2014-08-06 06:00:00,6944,06,00,83.330666624
2014-08-06 06:30:00,11761,06,30,108.4481442903
2014-08-06 07:00:00,14631,07,00,120.9586706276
2014-08-06 07:30:00,17455,07,30,132.1173720598
2014-08-06 08:00:00,19107,08,00,138.2280724021
2014-08-06 08:30:00,19737,08,30,140.4884336876
2014-08-06 09:00:00,18707,09,00,136.7735354519
2014-08-06 09:30:00,18466,09,30,135.8896611225
2014-08-06 10:00:00,16630,10,00,128.957357293
2014-08-06 10:30:00,17291,10,30,131.4952470624
2014-08-06 11:00:00,15977,11,00,126.4001582277
2014-08-06 11:30:00,17643,11,30,132.8269550957
2014-08-06 12:00:00,17959,12,00,134.0111935623
2014-08-06 12:30:00,17652,12,30,132.8608294419
2014-08-06 13:00:00,17197,13,00,131.1373325945
2014-08-06 13:30:00,17949,13,30,133.9738780509
2014-08-06 14:00:00,17918,14,00,133.8581338582
2014-08-06 14:30:00,17534,14,30,132.4160111165
2014-08-06 15:00:00,17350,15,00,131.7193987232
2014-08-06 15:30:00,16327,15,30,127.7771497569
2014-08-06 16:00:00,14582,16,00,120.7559522342
2014-08-06 16:30:00,13374,16,30,115.6460116044
2014-08-06 17:00:00,16090,17,00,126.8463637634
2014-08-06 17:30:00,18989,17,30,137.8005805503
2014-08-06 18:00:00,21429,18,00,146.3864747851
2014-08-06 18:30:00,23892,18,30,154.5703723228
2014-08-06 19:00:00,24481,19,00,156.4640533797
2014-08-06 19:30:00,24197,19,30,155.553849197
2014-08-06 20:00:00,23556,20,00,153.4796403436
2014-08-06 20:30:00,23555,20,30,153.4763825479
2014-08-06 21:00:00,24355,21,00,156.0608855543
2014-08-06 21:30:00,24699,21,30,157.159154999
2014-08-06 22:00:00,23955,22,00,154.7740288291
2014-08-06 22:30:00,22754,22,30,150.8442905781
2014-08-06 23:00:00,21450,23,00,146.4581851588
2014-08-06 23:30:00,18427,23,30,135.7460864998
2014-08-07 00:00:00,15411,00,00,124.1410488114
2014-08-07 00:30:00,11851,00,30,108.8622983406
2014-08-07 01:00:00,9317,01,00,96.5246082613
2014-08-07 01:30:00,6973,01,30,83.5044908972
2014-08-07 02:00:00,5807,02,00,76.2036744521
2014-08-07 02:30:00,4812,02,30,69.3685807841
2014-08-07 03:00:00,3738,03,00,61.1391854705
2014-08-07 03:30:00,3108,03,30,55.7494394591
2014-08-07 04:00:00,3199,04,00,56.5597029695
2014-08-07 04:30:00,2642,04,30,51.4003891036
2014-08-07 05:00:00,2704,05,00,52
2014-08-07 05:30:00,4812,05,30,69.3685807841
2014-08-07 06:00:00,6873,06,00,82.9035584279
2014-08-07 06:30:00,11765,06,30,108.4665847162
2014-08-07 07:00:00,13641,07,00,116.7946916602
2014-08-07 07:30:00,17052,07,30,130.5833067432
2014-08-07 08:00:00,18252,08,00,135.0999629904
2014-08-07 08:30:00,19400,08,30,139.2838827718
2014-08-07 09:00:00,18455,09,00,135.8491810796
2014-08-07 09:30:00,18277,09,30,135.1924554108
2014-08-07 10:00:00,16719,10,00,129.3019721427
2014-08-07 10:30:00,16764,10,30,129.4758664771
2014-08-07 11:00:00,16636,11,00,128.9806186991
2014-08-07 11:30:00,18205,11,30,134.9259055927
2014-08-07 12:00:00,18034,12,00,134.2907293896
2014-08-07 12:30:00,17700,12,30,133.0413469565
2014-08-07 13:00:00,16970,13,00,130.2689525559
2014-08-07 13:30:00,17983,13,30,134.1007084247
2014-08-07 14:00:00,18230,14,00,135.0185172486
2014-08-07 14:30:00,18073,14,30,134.4358583117
2014-08-07 15:00:00,17471,15,00,132.1779104087
2014-08-07 15:30:00,15872,15,30,125.9841259842
2014-08-07 16:00:00,13784,16,00,117.4052809715
2014-08-07 16:30:00,13341,16,30,115.5032467076
2014-08-07 17:00:00,15857,17,00,125.9245806028
2014-08-07 17:30:00,18396,17,30,135.6318546655
2014-08-07 18:00:00,21500,18,00,146.6287829862
2014-08-07 18:30:00,23368,18,30,152.8659543522
2014-08-07 19:00:00,24977,19,00,158.0411338861
2014-08-07 19:30:00,24747,19,30,157.3117923107
2014-08-07 20:00:00,23895,20,00,154.5800763359
2014-08-07 20:30:00,24153,20,30,155.4123547212
2014-08-07 21:00:00,24778,21,00,157.4102919126
2014-08-07 21:30:00,24533,21,30,156.6301375853
2014-08-07 22:00:00,24478,22,00,156.4544662194
2014-08-07 22:30:00,24253,22,30,155.7337471456
2014-08-07 23:00:00,23299,23,00,152.6400995807
2014-08-07 23:30:00,22155,23,30,148.845557542
2014-08-08 00:00:00,19329,00,00,139.0287740002
2014-08-08 00:30:00,15933,00,30,126.2259878155
2014-08-08 01:00:00,13410,01,00,115.8015543937
2014-08-08 01:30:00,10614,01,30,103.0242689855
2014-08-08 02:00:00,8934,02,00,94.5198391873
2014-08-08 02:30:00,7079,02,30,84.1367933784
2014-08-08 03:00:00,5803,03,00,76.1774244773
2014-08-08 03:30:00,4992,03,30,70.6540869306
2014-08-08 04:00:00,4555,04,00,67.4907401056
2014-08-08 04:30:00,3601,04,30,60.0083327547
2014-08-08 05:00:00,3643,05,00,60.3572696533
2014-08-08 05:30:00,4924,05,30,70.1712191714
2014-08-08 06:00:00,6649,06,00,81.5414005276
2014-08-08 06:30:00,10748,06,30,103.6725614616
2014-08-08 07:00:00,12731,07,00,112.831733125
2014-08-08 07:30:00,15178,07,30,123.1990259702
2014-08-08 08:00:00,16731,08,00,129.3483668239
2014-08-08 08:30:00,18521,08,30,136.0918807277
2014-08-08 09:00:00,17924,09,00,133.8805437694
2014-08-08 09:30:00,17129,09,30,130.8778056051
2014-08-08 10:00:00,15820,10,00,125.7775814682
2014-08-08 10:30:00,16405,10,30,128.0820049812
2014-08-08 11:00:00,15710,11,00,125.3395388535
2014-08-08 11:30:00,16406,11,30,128.0859086707
2014-08-08 12:00:00,17040,12,00,130.5373509766
2014-08-08 12:30:00,16998,12,30,130.3763782286
2014-08-08 13:00:00,16524,13,00,128.5457117138
2014-08-08 13:30:00,17157,13,30,130.9847319347
2014-08-08 14:00:00,17341,14,00,131.6852307588
2014-08-08 14:30:00,17716,14,30,133.1014650558
2014-08-08 15:00:00,17135,15,00,130.9007257428
2014-08-08 15:30:00,15591,15,30,124.8639259354
2014-08-08 16:00:00,13942,16,00,118.0762465528
2014-08-08 16:30:00,13215,16,30,114.9565135171
2014-08-08 17:00:00,16320,17,00,127.7497553814
2014-08-08 17:30:00,19539,17,30,139.7819730867
2014-08-08 18:00:00,21553,18,00,146.809400244
2014-08-08 18:30:00,23100,18,30,151.9868415357
2014-08-08 19:00:00,24705,19,00,157.1782427692
2014-08-08 19:30:00,23913,19,30,154.6382876263
